TIMESTAMP,TARGETVAR,U10,V10,U100,V100
2012-01-01 00:00:00,0.268101,1.205572,-2.417913,1.467827,-2.956134
2012-01-01 01:00:00,0.034542,0.981127,-1.577625,1.149139,-1.937051
2012-01-01 02:00:00,0.020621,0.613250,-1.011187,0.697428,-1.260735
2012-01-01 03:00:00,0.001867,0.242717,-0.746707,0.262134,-0.956475
2012-01-01 04:00:00,0.015174,-0.138440,-0.501393,-0.167501,-0.691806
2012-01-01 05:00:00,0.012905,-0.655947,-0.340831,-0.779404,-0.504151
2012-01-01 06:00:00,0.022311,-1.357613,-0.205397,-1.631880,-0.389715
2012-01-01 07:00:00,0.014925,-2.276199,-0.500115,-2.851159,-0.810039
2012-01-01 08:00:00,0.096465,-2.639649,-0.613829,-4.823854,-1.536251
2012-01-01 09:00:00,0.284445,-3.158041,-1.380862,-6.285403,-3.226227
2012-01-01 10:00:00,0.462899,-3.056664,-2.334437,-5.923129,-5.041486
2012-01-01 11:00:00,0.594852,-2.517908,-2.985628,-4.617810,-6.378931
2012-01-01 12:00:00,0.505560,-2.169067,-3.888522,-3.482874,-7.959893
2012-01-01 13:00:00,0.616561,-1.930899,-4.885538,-2.945689,-9.289203
2012-01-01 14:00:00,0.825197,-1.684763,-5.417479,-2.553981,-9.947078
2012-01-01 15:00:00,0.974569,-1.678565,-5.573356,-2.528508,-10.170528
2012-01-01 16:00:00,0.944163,-1.950820,-5.239456,-2.958143,-9.763220
2012-01-01 17:00:00,0.898583,-2.245210,-4.923869,-3.413815,-9.332591
2012-01-01 18:00:00,0.961901,-2.318697,-4.979661,-3.517403,-9.356997
2012-01-01 19:00:00,0.950662,-1.945508,-5.265861,-2.801346,-9.743696
2012-01-01 20:00:00,0.949138,-1.269518,-5.618075,-1.544708,-9.596175
2012-01-01 21:00:00,0.881129,-0.311975,-5.741584,-0.110895,-8.884064
2012-01-01 22:00:00,0.910081,1.036906,-6.090816,1.518205,-8.261984
2012-01-01 23:00:00,0.917266,2.678408,-5.948142,3.582035,-7.821593
2012-01-02 00:00:00,0.741577,2.570395,-5.871317,3.366600,-7.643401
2012-01-02 01:00:00,0.430295,2.712679,-4.726513,3.466064,-6.065186
2012-01-02 02:00:00,0.198863,2.630795,-3.793162,3.286304,-4.826384
2012-01-02 03:00:00,0.078113,2.758891,-3.023898,3.417368,-3.878812
2012-01-02 04:00:00,0.074544,3.055621,-2.186546,3.766528,-2.866463
2012-01-02 05:00:00,0.026707,3.495041,-1.251926,4.384034,-1.675307
2012-01-02 06:00:00,0.120703,4.616696,3.917241,5.934014,5.234470
2012-01-02 07:00:00,0.381371,3.798257,7.447228,5.230513,10.504466
2012-01-02 08:00:00,0.785656,3.364918,6.488925,4.700557,9.507107
2012-01-02 09:00:00,0.922951,2.993194,5.831308,4.422369,9.171442
2012-01-02 10:00:00,0.842285,2.045442,4.707650,3.127265,7.715822
2012-01-02 11:00:00,0.804576,1.259432,4.132922,1.897435,7.072865
2012-01-02 12:00:00,0.625436,0.233444,3.519287,0.187898,6.528413
2012-01-02 13:00:00,0.482327,-1.251827,2.821494,-2.115315,5.629559
2012-01-02 14:00:00,0.227816,-2.175662,2.306819,-3.665295,4.779421
2012-01-02 15:00:00,0.387280,-2.584679,1.979490,-4.430960,4.247282
2012-01-02 16:00:00,0.474646,-2.538467,1.592955,-4.626262,3.843627
2012-01-02 17:00:00,0.645844,-2.163096,0.898968,-4.293161,3.201741
2012-01-02 18:00:00,0.377790,-2.415640,0.743762,-4.602950,3.014369
2012-01-02 19:00:00,0.719195,-1.890688,-0.450521,-3.875102,1.064084
2012-01-02 20:00:00,0.575165,-3.003830,-0.183245,-4.860416,1.046953
2012-01-02 21:00:00,0.605594,-3.068689,0.809735,-4.879584,1.881030
2012-01-02 22:00:00,0.381454,-3.312316,0.296752,-4.632478,0.576915
2012-01-02 23:00:00,0.391309,-3.693768,-0.331262,-4.634550,-0.564989
2012-01-03 00:00:00,0.398672,-2.516982,-2.325414,-2.967762,-3.074183
2012-01-03 01:00:00,0.407783,-0.470981,-2.948660,-0.410805,-3.759093
2012-01-03 02:00:00,0.288924,1.771908,-3.628444,2.228453,-4.604161
2012-01-03 03:00:00,0.159511,1.682378,-3.391331,2.145682,-4.276738
2012-01-03 04:00:00,0.027121,1.731987,-2.878534,2.162613,-3.624079
2012-01-03 05:00:00,0.000000,1.709896,-2.419208,2.153207,-3.036467
2012-01-03 06:00:00,0.013058,0.992109,-2.083479,1.381934,-2.524834
2012-01-03 07:00:00,0.193061,0.138285,-1.091633,0.309677,-1.379127
2012-01-03 08:00:00,0.504508,-0.415945,0.622073,-0.456423,0.656471
2012-01-03 09:00:00,0.454769,-0.633374,1.580170,-0.878742,2.964830
2012-01-03 10:00:00,0.395268,0.590583,3.310970,0.873553,6.306840
2012-01-03 11:00:00,0.430898,1.241319,4.734529,1.723834,7.761931
2012-01-03 12:00:00,0.277768,1.492467,4.916419,2.107119,7.721482
2012-01-03 13:00:00,0.208187,2.666040,5.174132,3.727262,7.687592
2012-01-03 14:00:00,0.515227,3.078418,5.217522,4.304776,7.624731
2012-01-03 15:00:00,0.678070,2.370709,4.710862,3.289894,7.083034
2012-01-03 16:00:00,0.613299,2.123824,4.310705,2.951286,6.798794
2012-01-03 17:00:00,0.289325,1.823455,4.504866,2.449959,6.630983
2012-01-03 18:00:00,0.234469,1.375420,4.507934,1.832470,6.573042
