TIMESTAMP,TARGETVAR,U10,V10,U100,V100
2012-01-01 00:00:00,0.594361,1.655790,-4.649593,2.024257,-5.992232
2012-01-01 01:00:00,0.569679,2.178609,-4.184944,2.623141,-5.318086
2012-01-01 02:00:00,0.330539,2.228633,-3.242442,2.645217,-4.052232
2012-01-01 03:00:00,0.211308,2.077232,-2.345085,2.432947,-2.913831
2012-01-01 04:00:00,0.172140,1.814716,-1.577625,2.097844,-1.976100
2012-01-01 05:00:00,0.151354,1.438871,-1.026519,1.620661,-1.306835
2012-01-01 06:00:00,0.160093,1.230805,-0.567832,1.376126,-0.743872
2012-01-01 07:00:00,0.086046,1.207785,-0.233506,1.394240,-0.324090
2012-01-01 08:00:00,0.059543,1.220181,0.315897,1.123100,0.223688
2012-01-01 09:00:00,0.014434,-0.181824,0.821006,-0.498642,0.642927
2012-01-01 10:00:00,0.000000,-2.126126,0.985401,-2.469639,0.647809
2012-01-01 11:00:00,0.009203,-2.638763,0.812488,-5.479909,1.125080
2012-01-01 12:00:00,0.099123,-3.903976,-0.678990,-7.472416,-3.015793
2012-01-01 13:00:00,0.369194,-3.281109,-3.707092,-5.375189,-7.948504
2012-01-01 14:00:00,0.665697,-3.067732,-4.397465,-5.020840,-8.824405
2012-01-01 15:00:00,0.660628,-3.116428,-4.795249,-5.108578,-9.253950
2012-01-01 16:00:00,0.658992,-2.760946,-4.662370,-4.611018,-9.063041
2012-01-01 17:00:00,0.659693,-2.300547,-4.447720,-3.824770,-8.882437
2012-01-01 18:00:00,0.662297,-1.838377,-4.221571,-2.981917,-8.692613
2012-01-01 19:00:00,0.659622,-1.163714,-3.907261,-1.713392,-8.328694
2012-01-01 20:00:00,0.661434,-0.708627,-4.078896,-0.735818,-7.765188
2012-01-01 21:00:00,0.657298,0.518957,-4.572081,0.713278,-7.088330
2012-01-01 22:00:00,0.659714,2.707625,-5.120206,3.493731,-6.976063
2012-01-01 23:00:00,0.660556,3.499158,-5.556746,4.525079,-7.440860
2012-01-02 00:00:00,0.663238,3.831497,-6.206257,4.953879,-8.306701
2012-01-02 01:00:00,0.675628,4.404283,-6.190610,5.770831,-8.191601
2012-01-02 02:00:00,0.660624,4.442793,-5.277135,5.860452,-6.802365
2012-01-02 03:00:00,0.665020,5.745648,-1.121249,7.236888,-1.558065
2012-01-02 04:00:00,0.660413,5.961304,5.637195,7.784458,7.541833
2012-01-02 05:00:00,0.382846,5.774835,6.376433,7.648731,8.636091
2012-01-02 06:00:00,0.430015,5.307039,7.539844,7.140014,10.333154
2012-01-02 07:00:00,0.665878,4.222272,7.606663,5.832996,10.715930
2012-01-02 08:00:00,0.660615,2.534722,6.184434,3.641162,9.223906
2012-01-02 09:00:00,0.661898,1.587376,5.134361,2.392682,8.333617
2012-01-02 10:00:00,0.657481,0.685025,4.359599,1.076857,7.608216
2012-01-02 11:00:00,0.650916,-0.985500,3.682105,-1.452740,6.623170
2012-01-02 12:00:00,0.661873,-2.534008,3.023220,-3.985444,5.349035
2012-01-02 13:00:00,0.662230,-3.022477,2.097058,-5.085246,4.058303
2012-01-02 14:00:00,0.661522,-3.094228,1.305803,-5.690837,2.867682
2012-01-02 15:00:00,0.662570,-2.560357,1.016536,-5.082656,2.152453
2012-01-02 16:00:00,0.665052,-1.278176,0.753066,-3.470511,1.592476
2012-01-02 17:00:00,0.591886,-1.117650,1.208958,-2.148469,1.214518
2012-01-02 18:00:00,0.660414,-0.312993,1.361203,-0.624909,1.248781
2012-01-02 19:00:00,0.661782,-0.254214,0.588556,0.435003,0.468774
2012-01-02 20:00:00,0.660683,-0.738630,0.538653,-0.443077,0.860651
2012-01-02 21:00:00,0.596282,-1.951088,0.841876,-2.833320,1.428123
2012-01-02 22:00:00,0.498150,-0.930775,1.978644,-1.248113,2.475805
2012-01-02 23:00:00,0.552040,-1.637332,2.316968,-2.035018,2.844662
2012-01-03 00:00:00,0.399243,-2.692940,-0.369773,-3.256049,-0.540072
2012-01-03 01:00:00,0.080369,-1.257368,-0.617844,-1.420043,-0.818846
2012-01-03 02:00:00,0.053606,0.037903,0.165815,0.093815,0.120787
2012-01-03 03:00:00,0.012784,0.861110,1.420633,1.001941,1.658964
2012-01-03 04:00:00,0.114280,1.245583,2.533447,1.403097,3.071420
2012-01-03 05:00:00,0.299826,1.599825,3.667736,1.817891,4.582813
2012-01-03 06:00:00,0.651491,1.506420,4.913351,1.784031,6.339090
2012-01-03 07:00:00,0.810324,1.333174,5.484878,1.649999,7.611612
2012-01-03 08:00:00,0.709066,1.831594,5.661508,2.381767,8.373048
2012-01-03 09:00:00,0.611379,1.506807,5.571659,2.101946,8.496583
2012-01-03 10:00:00,0.575101,1.536650,4.776605,2.141920,7.474411
2012-01-03 11:00:00,0.589403,3.126090,5.555443,4.301014,8.352823
2012-01-03 12:00:00,0.228378,2.819907,5.756178,3.874462,8.595521
2012-01-03 13:00:00,0.155725,2.043209,5.849534,2.786215,8.711403
2012-01-03 14:00:00,0.296921,0.866148,5.517311,1.083301,8.386713
2012-01-03 15:00:00,0.369494,0.262308,5.301235,0.239604,7.893119
2012-01-03 16:00:00,0.632891,0.021238,5.192978,-0.091479,7.717109
2012-01-03 17:00:00,0.748749,-0.199292,5.077270,-0.419740,7.567883
2012-01-03 18:00:00,0.834449,-0.601206,5.160545,-1.012303,7.659168
2012-01-03 19:00:00,0.930251,-0.845764,5.506354,-1.372544,8.144563
2012-01-03 20:00:00,0.974348,-1.119391,6.201041,-1.639198,8.617385
2012-01-03 21:00:00,0.979216,-1.426350,6.504336,-1.964167,8.763332
2012-01-03 22:00:00,0.943824,-1.581767,6.645903,-2.125006,8.766065
2012-01-03 23:00:00,0.805384,-1.610447,6.652916,-2.139114,8.650182
2012-01-04 00:00:00,0.792310,-1.265219,5.315887,-1.604950,6.716582
2012-01-04 01:00:00,0.757884,-1.167290,5.432180,-1.473768,6.824829
2012-01-04 02:00:00,0.718603,-0.997521,5.654547,-1.248379,7.097878
2012-01-04 03:00:00,0.706223,-0.842601,5.915840,-1.035651,7.452416
2012-01-04 04:00:00,0.711733,-0.938523,5.970824,-1.141508,7.549108
2012-01-04 05:00:00,0.797462,-1.253178,6.218979,-1.572028,7.945607
2012-01-04 06:00:00,0.843922,-1.658940,6.486598,-2.182353,8.426028
2012-01-04 07:00:00,0.936496,-1.699476,6.557152,-2.359120,8.683873
2012-01-04 08:00:00,0.985528,-1.139196,6.568830,-1.757911,9.040236
2012-01-04 09:00:00,0.989804,-0.487008,6.308510,-1.081236,9.496331
2012-01-04 10:00:00,0.982577,-1.200602,6.215087,-2.311003,9.709784
2012-01-04 11:00:00,0.976896,-2.888264,5.922652,-4.792316,9.221458
2012-01-04 12:00:00,0.975550,-3.116630,5.379142,-5.022771,8.359134
2012-01-04 13:00:00,0.974664,-2.958098,4.900348,-4.738121,7.669517
2012-01-04 14:00:00,0.964738,-2.952480,4.431772,-4.745719,7.009092
2012-01-04 15:00:00,0.973167,-2.842109,4.143230,-4.606940,6.615025
2012-01-04 16:00:00,0.960337,-2.629396,4.043967,-4.318238,6.500697
2012-01-04 17:00:00,0.972962,-2.246110,4.108683,-3.726147,6.678270
2012-01-04 18:00:00,0.967263,-2.391397,3.943732,-3.891770,6.535969
2012-01-04 19:00:00,0.912900,-2.722508,3.380759,-4.446887,5.683983
2012-01-04 20:00:00,0.807815,-2.775084,3.555928,-4.027004,5.118425
2012-01-04 21:00:00,0.566680,-2.772275,3.441582,-3.689173,4.524893
2012-01-04 22:00:00,0.343441,-2.416281,3.136009,-3.123419,3.951429
2012-01-04 23:00:00,0.158981,-1.867239,2.920941,-2.354561,3.593242
2012-01-05 00:00:00,0.017693,-1.618004,2.623054,-2.004072,3.144432
2012-01-05 01:00:00,0.001353,-0.886482,2.905163,-1.091818,3.477654
2012-01-05 02:00:00,0.058537,-0.356502,3.425373,-0.431099,4.121882
2012-01-05 03:00:00,0.295223,-0.220741,4.104008,-0.258095,4.983132
2012-01-05 04:00:00,0.541612,-0.405021,5.023987,-0.451174,6.203805
2012-01-05 05:00:00,0.654069,-0.980255,5.793879,-1.142598,7.293467
2012-01-05 06:00:00,0.852167,-1.525164,6.550338,-1.893657,8.454901
2012-01-05 07:00:00,0.936112,-1.534495,7.332737,-2.086736,9.790635
2012-01-05 08:00:00,0.961503,-1.303562,7.455493,-1.932036,10.377333
2012-01-05 09:00:00,0.994244,-1.353014,7.198863,-2.266825,10.743592
2012-01-05 10:00:00,0.997143,-2.721352,6.849122,-4.437929,10.480432
2012-01-05 11:00:00,0.995686,-4.087357,5.834644,-6.409460,8.898057
2012-01-05 12:00:00,0.979855,-4.110217,4.680732,-6.483857,7.178406
2012-01-05 13:00:00,0.973926,-4.148473,3.940950,-6.646233,6.077351
2012-01-05 14:00:00,0.897817,-4.155471,3.680614,-6.747200,5.698561
2012-01-05 15:00:00,0.701349,-4.310826,3.506902,-7.092026,5.427997
2012-01-05 16:00:00,0.688857,-4.345349,3.242396,-7.280382,4.989397
2012-01-05 17:00:00,0.816661,-4.593544,2.733767,-7.799392,4.104794
2012-01-05 18:00:00,0.918704,-4.907986,1.977772,-8.363867,2.769629
2012-01-05 19:00:00,0.924326,-5.065208,1.254666,-8.578793,1.481173
2012-01-05 20:00:00,0.927240,-5.365654,0.740479,-8.677399,0.498596
2012-01-05 21:00:00,0.862633,-5.363322,-0.093339,-7.343560,-0.372906
2012-01-05 22:00:00,0.808829,-4.855268,-1.030922,-6.351005,-1.528074
2012-01-05 23:00:00,0.620475,-3.608695,-1.861497,-4.542440,-2.507233
2012-01-06 00:00:00,0.365795,-2.282597,-2.864178,-2.780055,-3.719237
2012-01-06 01:00:00,0.236945,-0.256162,-3.170387,-0.332555,-3.990992
2012-01-06 02:00:00,0.159872,1.378668,-2.936993,1.591360,-3.673944
2012-01-06 03:00:00,0.108637,2.258541,-2.666469,2.662526,-3.337230
2012-01-06 04:00:00,0.257111,2.416175,-2.558934,2.870483,-3.198969
2012-01-06 05:00:00,0.228107,2.846445,-1.884310,3.450057,-2.370593
2012-01-06 06:00:00,0.100856,2.248627,-0.753026,2.720975,-0.970101
2012-01-06 07:00:00,0.022251,0.697571,0.209482,0.817364,0.210484
2012-01-06 08:00:00,0.000000,-0.626452,0.527746,-1.167461,0.812994
2012-01-06 09:00:00,0.000000,-2.236993,1.063973,-3.382394,1.078790
2012-01-06 10:00:00,0.115192,-2.380747,0.848904,-5.022674,0.899407
2012-01-06 11:00:00,0.285375,-2.865049,0.671930,-6.050156,0.345170
2012-01-06 12:00:00,0.535846,-4.206918,-0.323369,-8.050978,-1.700144
2012-01-06 13:00:00,0.780256,-4.492938,-2.028976,-7.790109,-4.643562
