TIMESTAMP,TARGETVAR,U10,V10,U100,V100
2012-01-01 00:00:00,0.425465,2.193217,-4.649168,3.028435,-6.221648
2012-01-01 01:00:00,0.363851,2.970141,-3.944314,3.981102,-5.254089
2012-01-01 02:00:00,0.297129,3.238855,-3.144486,4.355830,-4.163414
2012-01-01 03:00:00,0.235438,3.260990,-2.228816,4.313942,-2.915458
2012-01-01 04:00:00,0.120904,2.940038,-2.040145,3.933554,-2.689838
2012-01-01 05:00:00,0.071953,2.576588,-1.387677,3.763738,-2.050945
2012-01-01 06:00:00,0.090687,1.901926,-0.849347,3.081078,-1.343173
2012-01-01 07:00:00,0.073511,0.976258,-0.462636,1.796137,-0.945628
2012-01-01 08:00:00,0.035700,0.097072,-0.532483,0.674220,-0.874037
2012-01-01 09:00:00,0.105737,-0.684279,0.366152,-0.856387,0.391818
2012-01-01 10:00:00,0.149791,-1.059239,1.746472,-2.389259,1.996101
2012-01-01 11:00:00,0.138718,-1.567007,1.718363,-3.259283,1.401681
2012-01-01 12:00:00,0.125443,-1.840147,0.727735,-2.643417,-1.037286
2012-01-01 13:00:00,0.094500,-1.882646,-0.418343,-1.090733,-3.072198
2012-01-01 14:00:00,0.151381,-1.824653,-1.483929,-0.342411,-3.997996
2012-01-01 15:00:00,0.183848,-1.664399,-2.089549,-0.814499,-5.104399
2012-01-01 16:00:00,0.239834,-1.092441,-2.660246,-0.431848,-6.094737
2012-01-01 17:00:00,0.392613,-0.257082,-2.897894,0.637993,-6.972266
2012-01-01 18:00:00,0.426553,0.172329,-2.919189,1.410655,-7.265680
2012-01-01 19:00:00,0.511805,0.267065,-2.820382,1.646133,-7.195716
2012-01-01 20:00:00,0.572864,0.353833,-3.244146,1.480846,-6.844813
2012-01-01 21:00:00,0.549259,0.717283,-4.194313,1.436128,-6.482521
2012-01-01 22:00:00,0.569864,1.202030,-4.860836,1.847648,-6.882778
2012-01-01 23:00:00,0.745869,1.760265,-5.363816,2.530308,-7.434352
2012-01-02 00:00:00,0.849111,2.537155,-6.095033,3.627175,-8.461418
2012-01-02 01:00:00,0.835696,3.012652,-5.857784,4.241054,-8.050268
2012-01-02 02:00:00,0.727546,3.264386,-5.550755,4.585034,-7.606462
2012-01-02 03:00:00,0.609816,3.284654,-5.213699,4.636320,-7.168010
2012-01-02 04:00:00,0.600802,3.077916,-4.942617,4.430657,-6.853223
2012-01-02 05:00:00,0.566121,2.298798,-4.732434,3.487822,-6.843051
2012-01-02 06:00:00,0.450438,1.953018,-4.074394,3.332409,-6.870354
2012-01-02 07:00:00,0.449661,0.955000,-2.926630,2.396826,-6.498821
2012-01-02 08:00:00,0.391284,0.333570,-2.768463,1.333805,-6.847870
2012-01-02 09:00:00,0.340081,-0.122470,-2.895758,0.368694,-7.320049
2012-01-02 10:00:00,0.466940,0.635165,-2.405188,1.609403,-6.366054
2012-01-02 11:00:00,0.495310,1.944100,0.322549,3.756167,0.030321
2012-01-02 12:00:00,0.372495,0.357892,2.393514,0.784163,5.725387
2012-01-02 13:00:00,0.453770,-0.257863,2.381250,-0.802080,5.797659
2012-01-02 14:00:00,0.199462,-0.240837,2.366448,-0.630090,5.759649
2012-01-02 15:00:00,0.018217,-0.829838,1.976530,-1.907062,4.930390
2012-01-02 16:00:00,0.000000,-1.103462,1.693184,-2.891859,3.323266
2012-01-02 17:00:00,0.000000,-0.828217,1.836126,-2.535964,2.537906
2012-01-02 18:00:00,0.049624,-0.726469,1.871227,-2.348433,2.245604
2012-01-02 19:00:00,0.157291,-0.629991,1.419564,-2.107544,1.582840
2012-01-02 20:00:00,0.035289,-0.599589,1.726170,-1.331518,1.558214
2012-01-02 21:00:00,0.016698,-1.303309,0.909118,-1.946433,0.854227
2012-01-02 22:00:00,0.044534,-1.646656,-1.059927,-2.084750,-1.536651
2012-01-02 23:00:00,0.006966,-0.045044,-2.447478,-0.073713,-3.267441
2012-01-03 00:00:00,0.013308,0.777394,2.658797,0.970902,3.457331
2012-01-03 01:00:00,0.005225,3.025321,1.213761,3.959584,1.501539
2012-01-03 02:00:00,0.000000,0.478962,-0.956641,0.811004,-1.268164
2012-01-03 03:00:00,0.041480,1.468050,-2.172013,2.066674,-2.802515
2012-01-03 04:00:00,0.030751,4.655843,-1.321735,6.439885,-1.731695
2012-01-03 05:00:00,0.006073,4.937996,-1.045613,6.889010,-1.392246
2012-01-03 06:00:00,0.008756,4.370201,-0.734429,6.598842,-1.095980
2012-01-03 07:00:00,0.021157,3.465217,-1.033779,6.211795,-1.740987
2012-01-03 08:00:00,0.014507,2.428457,-0.977679,5.789946,-2.090821
2012-01-03 09:00:00,0.072777,2.235446,-0.910182,5.578787,-2.001176
2012-01-03 10:00:00,0.022470,2.157931,-1.372138,5.638514,-2.880681
2012-01-03 11:00:00,0.005376,2.126150,-1.075855,5.596658,-2.307281
2012-01-03 12:00:00,0.000000,2.365283,-0.755467,5.156938,-1.141349
2012-01-03 13:00:00,0.000000,2.537365,-0.082256,5.198324,0.040434
2012-01-03 14:00:00,0.013342,2.773398,1.833939,6.543819,4.229152
2012-01-03 15:00:00,0.372702,3.135004,4.363737,5.259461,7.232261
2012-01-03 16:00:00,0.897477,3.465992,4.707355,5.523293,7.416470
2012-01-03 17:00:00,0.922948,3.215619,4.957179,5.002684,7.747173
2012-01-03 18:00:00,0.921274,3.046250,5.248641,4.702640,8.184466
2012-01-03 19:00:00,0.924794,2.855951,6.191398,4.252104,9.287537
2012-01-03 20:00:00,0.931658,2.359857,6.622236,3.417342,9.610040
2012-01-03 21:00:00,0.942238,2.127700,6.897480,2.947524,9.702965
2012-01-03 22:00:00,0.952883,1.655635,6.916765,2.217637,9.537887
2012-01-03 23:00:00,0.947153,1.259923,6.688855,1.660345,9.092941
2012-01-04 00:00:00,0.924428,1.624075,6.647169,2.151715,8.986113
2012-01-04 01:00:00,0.855309,1.276910,6.509467,1.636610,8.725226
2012-01-04 02:00:00,0.820548,1.036905,6.446699,1.300299,8.616371
2012-01-04 03:00:00,0.854895,0.681713,6.149885,0.822675,8.183385
2012-01-04 04:00:00,0.798285,0.460170,5.770353,0.524350,7.659787
2012-01-04 05:00:00,0.754816,0.510338,5.778624,0.601337,7.713911
2012-01-04 06:00:00,0.677755,0.392744,5.722181,0.440272,7.709654
2012-01-04 07:00:00,0.651298,0.296421,5.583993,0.308584,7.681072
2012-01-04 08:00:00,0.710409,0.113808,5.218085,0.066479,7.693234
2012-01-04 09:00:00,0.703995,-0.381855,4.149069,-0.792028,7.451808
2012-01-04 10:00:00,0.776976,-0.959393,3.522840,-1.953925,6.660635
2012-01-04 11:00:00,0.666628,-0.981868,3.052318,-2.179821,6.011155
2012-01-04 12:00:00,0.604520,-1.064144,2.863525,-2.397613,5.673645
2012-01-04 13:00:00,0.295582,-1.290504,2.462583,-2.938549,4.980380
2012-01-04 14:00:00,0.319126,-1.270436,1.954594,-3.077835,4.187382
2012-01-04 15:00:00,0.305631,-1.098259,1.867009,-2.801795,4.112582
2012-01-04 16:00:00,0.331201,-0.899993,2.049477,-2.367224,4.523068
2012-01-04 17:00:00,0.360029,-0.731829,2.359915,-1.912392,5.133628
2012-01-04 18:00:00,0.380483,-0.856648,2.263085,-2.135249,5.092275
2012-01-04 19:00:00,0.653011,-1.139999,2.322935,-2.382418,4.461039
2012-01-04 20:00:00,0.594912,-1.276055,2.776427,-1.849080,3.803046
2012-01-04 21:00:00,0.632735,-0.872300,3.029935,-1.191651,3.960551
2012-01-04 22:00:00,0.490040,-0.322054,3.093190,-0.450651,3.969673
2012-01-04 23:00:00,0.454091,0.166384,3.154986,0.172337,4.017106
2012-01-05 00:00:00,0.212823,0.849483,3.513387,1.026145,4.498394
2012-01-05 01:00:00,0.241760,1.233905,4.153574,1.535118,5.368757
2012-01-05 02:00:00,0.295389,1.275893,4.550101,1.595935,5.919569
2012-01-05 03:00:00,0.379321,1.322079,4.762724,1.679189,6.228867
2012-01-05 04:00:00,0.491159,1.237171,5.059656,1.586488,6.665188
2012-01-05 05:00:00,0.532259,1.227840,5.647961,1.554012,7.569728
2012-01-05 06:00:00,0.676404,1.288023,6.245994,1.652619,8.571101
2012-01-05 07:00:00,0.771887,0.996907,6.216347,1.276498,8.703251
2012-01-05 08:00:00,0.828461,0.735182,5.684093,0.957652,8.440091
