TIMESTAMP,TCLW,TCIW,SP,RH,TCC,U10,V10,T,SSRD,STRD,TSR,TP,TARGETVAR
2012-04-02 00:00:00,0.001831,0.000000,92588.125000,99.250763,0.665619,-0.139635,0.879677,282.522217,0.000000,292.213056,0.000000,0.000000,0.000000
2012-04-02 01:00:00,0.002991,0.000000,92571.875000,99.732330,0.745728,-0.350471,1.300693,281.687988,0.000000,293.129722,0.000000,0.000000,0.000000
2012-04-02 02:00:00,0.008957,0.000000,92563.062500,98.720566,0.612854,0.014812,1.439965,281.630127,0.000000,297.644444,0.000000,0.000000,0.000000
2012-04-02 03:00:00,0.029755,0.000000,92541.500000,96.814011,0.494537,-0.012447,1.428580,282.562256,0.000000,322.600000,0.000000,0.000005,0.000000
2012-04-02 04:00:00,0.049217,0.000000,92528.437500,96.378967,0.570374,-0.043327,1.363690,282.364502,0.000000,310.315556,0.000000,0.000010,0.000000
2012-04-02 05:00:00,0.049126,0.000000,92556.562500,96.661835,0.594116,-0.042203,1.343143,282.328613,0.000000,314.004444,0.000000,0.000013,0.000000
2012-04-02 06:00:00,0.049637,0.000000,92570.312500,96.178452,0.477081,-0.226455,1.388249,281.915527,0.000000,308.022222,0.000000,0.000019,0.000000
2012-04-02 07:00:00,0.057968,0.000000,92588.500000,96.616959,0.509460,0.050172,1.058846,282.547607,20.175278,290.280000,36.488333,0.000024,0.029000
2012-04-02 08:00:00,0.054646,0.000000,92605.937500,93.540100,0.450867,-0.037292,0.371912,285.556152,158.419167,321.777778,212.952500,0.000023,0.249625
2012-04-02 09:00:00,0.040546,0.000000,92595.000000,78.706680,0.607971,-0.370662,-0.354972,287.933594,353.436111,318.608889,426.539444,0.000013,0.252800
2012-04-02 10:00:00,0.041832,0.000000,92554.375000,68.176102,0.786148,0.168398,-0.754458,289.740234,478.693611,340.653333,565.777778,0.000014,0.154200
2012-04-02 11:00:00,0.089596,0.000000,92573.062500,72.445267,0.735016,0.837942,-2.325688,290.302734,362.885000,363.469444,510.911667,0.000141,0.522925
2012-04-02 12:00:00,0.066978,0.000000,92502.125000,63.371323,0.609970,1.525102,-2.441175,291.578613,504.045556,369.469722,641.593333,0.000070,0.743050
2012-04-02 13:00:00,0.050377,0.000000,92431.875000,56.712784,0.626144,1.654125,-2.579784,292.435303,485.652778,361.893611,623.313889,0.000020,0.803450
2012-04-02 14:00:00,0.038403,0.000000,92360.187500,50.782806,0.501831,1.682058,-2.630582,293.274658,507.751111,359.343889,631.110833,0.000010,0.734025
2012-04-02 15:00:00,0.026209,0.000000,92337.437500,47.994339,0.412674,1.522611,-2.606218,293.642822,443.320833,354.561667,541.046389,0.000000,0.591475
2012-04-02 16:00:00,0.011608,0.000202,92338.812500,46.463516,0.626648,1.770250,-2.443478,293.629394,363.935556,350.703333,438.240000,0.000001,0.374025
2012-04-02 17:00:00,0.000036,0.004048,92355.312500,54.195084,0.921051,0.888088,-1.874061,291.906982,113.390833,347.644444,188.044722,0.000000,0.106650
2012-04-02 18:00:00,0.000000,0.003772,92416.562500,63.242203,0.551941,1.503423,-1.605803,288.612305,42.600556,306.620278,67.793056,0.000000,0.014125
2012-04-02 19:00:00,0.000000,0.002266,92437.875000,73.631149,0.365540,2.056081,-0.987922,286.443848,0.000000,296.115278,0.000000,0.000000,0.000075
2012-04-02 20:00:00,0.000000,0.000009,92448.875000,82.427277,0.003815,2.276928,-0.575762,284.898438,0.000000,288.614444,0.000000,0.000000,0.000000
2012-04-02 21:00:00,0.000000,0.003201,92463.812500,87.765701,0.595306,1.454262,-0.163520,285.427978,0.000000,281.045556,0.040833,0.000000,0.000000
2012-04-02 22:00:00,0.000000,0.012219,92432.375000,89.522568,0.994934,0.154804,-0.385028,284.823975,0.000000,281.507222,0.000000,0.000000,0.000000
2012-04-02 23:00:00,0.000000,0.009375,92428.437500,90.951599,0.931824,0.396585,-0.360681,284.474121,0.000000,288.578056,0.000000,0.000000,0.000000
2012-04-03 00:00:00,0.000000,0.000267,92410.625000,91.657013,0.122742,0.287201,0.507412,284.297607,0.000000,290.728333,0.000000,0.000000,0.000000
2012-04-03 01:00:00,0.000000,0.000741,92399.312500,92.163849,0.124146,0.451978,0.430233,283.841797,0.000000,277.509167,0.000000,0.000000,0.000000
2012-04-03 02:00:00,0.000000,0.002113,92387.812500,93.416656,0.692108,0.352195,0.522997,283.534180,0.000000,278.595556,0.000000,0.000000,0.000000
2012-04-03 03:00:00,0.000000,0.002659,92339.500000,93.725372,0.986359,0.218517,0.643508,282.730469,0.000000,282.346667,0.000000,0.000000,0.000000
2012-04-03 04:00:00,0.000000,0.008696,92335.000000,92.005936,1.000000,0.338106,0.754435,282.354004,0.000000,279.960000,0.000000,0.000000,0.000000
2012-04-03 05:00:00,0.000000,0.011084,92355.500000,89.618698,0.973236,0.305089,0.686869,282.221191,0.000000,289.115556,0.000000,0.000000,0.000000
2012-04-03 06:00:00,0.000000,0.012094,92372.187500,87.052139,0.941633,0.300927,0.728364,282.288086,0.000000,290.106667,0.000000,0.000000,0.000000
2012-04-03 07:00:00,0.000427,0.003090,92399.375000,82.957321,0.932312,0.203852,0.767240,283.076904,19.304444,306.177778,31.357778,0.000000,0.013000
2012-04-03 08:00:00,0.016235,0.031528,92453.500000,76.789810,0.695073,0.384466,0.355744,286.545166,176.864167,313.222222,227.263889,0.000001,0.085700
2012-04-03 09:00:00,0.106567,0.035919,92464.562500,67.923843,0.672180,0.140272,0.010891,289.085449,321.163056,330.951111,410.178611,0.000332,0.308150
2012-04-03 10:00:00,0.005745,0.001175,92454.875000,66.964050,0.169342,-0.071429,-0.527896,289.814209,213.658056,339.497778,346.116944,0.000000,0.652900
2012-04-03 11:00:00,0.181175,0.003899,92547.187500,67.238434,0.455170,-0.722862,-0.322524,291.908935,357.100278,354.564722,507.155833,0.000000,0.775475
2012-04-03 12:00:00,0.011436,0.000233,92480.562500,61.135254,0.092621,-0.111781,-1.090364,293.286377,477.384444,364.965000,623.835000,0.000000,0.625950
2012-04-03 13:00:00,0.029655,0.000530,92392.250000,53.225220,0.273468,0.775714,-1.575960,295.552490,765.545833,341.740278,860.750833,0.000000,0.755150
2012-04-03 14:00:00,0.054543,0.006217,92336.500000,48.599503,0.898682,1.245704,-2.336159,296.598144,671.698889,355.262500,773.414167,0.000000,0.701375
2012-04-03 15:00:00,0.058267,0.004648,92306.250000,50.063675,0.444054,1.214338,-2.762478,296.270264,463.384167,357.630000,575.792778,0.000000,0.554825
2012-04-03 16:00:00,0.029041,0.001426,92316.750000,51.485336,0.376529,0.933845,-2.766315,295.928223,364.072500,355.831389,456.426944,0.000000,0.363600
2012-04-03 17:00:00,0.009024,0.006055,92327.750000,58.374558,0.663105,0.294604,-2.020423,294.415283,189.876389,344.491667,253.577222,0.000000,0.123400
