TIMESTAMP,TCLW,TCIW,SP,RH,TCC,U10,V10,T,SSRD,STRD,TSR,TP,TARGETVAR
2012-04-02 00:00:00,0.000977,0.000000,94212.875000,97.253693,0.212128,0.331434,-0.015221,284.002197,0.000000,294.808611,0.000000,0.000000,0.000000
2012-04-02 01:00:00,0.004440,0.000000,94193.875000,98.071686,0.316956,-0.365973,1.022372,282.730469,0.000000,293.663056,0.000000,0.000000,0.000000
2012-04-02 02:00:00,0.009323,0.000000,94184.312500,99.171738,0.702515,-0.177327,1.373437,282.498291,0.000000,300.880000,0.000000,0.000001,0.000000
2012-04-02 03:00:00,0.022980,0.000000,94166.500000,98.362350,0.670441,-0.137936,1.469596,282.937256,0.000000,321.782222,0.000000,0.000001,0.000000
2012-04-02 04:00:00,0.043365,0.000000,94156.937500,98.139221,0.747070,-0.101555,1.437299,283.063232,0.000000,324.893333,0.000000,0.000008,0.000000
2012-04-02 05:00:00,0.045631,0.000000,94189.312500,97.903046,0.596771,0.022494,1.348880,283.192139,0.000000,329.115556,0.000000,0.000009,0.000000
2012-04-02 06:00:00,0.046165,0.000000,94205.062500,97.050522,0.549622,-0.072890,1.276433,282.949219,0.000000,319.897778,0.000000,0.000010,0.000000
2012-04-02 07:00:00,0.054893,0.000000,94223.750000,96.675064,0.557129,0.163087,1.162240,283.318848,18.646389,301.195556,35.457222,0.000010,0.007733
2012-04-02 08:00:00,0.057034,0.000000,94241.687500,91.593811,0.671722,-0.297057,0.650476,286.125000,154.614722,331.626667,210.961389,0.000014,0.074798
2012-04-02 09:00:00,0.042580,0.000000,94229.250000,79.991837,0.839569,-0.776546,-0.010245,288.331543,307.071667,338.164444,391.375000,0.000009,0.151862
2012-04-02 10:00:00,0.094696,0.000000,94185.375000,69.064774,0.962418,0.045717,-0.590396,290.256592,439.511389,365.364444,538.968889,0.000033,0.256842
2012-04-02 11:00:00,0.118279,0.000000,94202.062500,71.232376,0.846054,0.562185,-1.897344,291.136231,411.676111,368.800556,554.147222,0.000225,0.418502
2012-04-02 12:00:00,0.077297,0.000000,94131.375000,64.998276,0.704025,1.269242,-1.991591,292.035644,456.658889,374.703056,603.531111,0.000098,0.675972
2012-04-02 13:00:00,0.069401,0.000000,94059.625000,58.083878,0.741074,1.598827,-2.110668,293.009522,498.648333,377.391389,632.060556,0.000024,0.841032
