TIMESTAMP,TCLW,TCIW,SP,RH,TCC,U10,V10,T,SSRD,STRD,TSR,TP,TARGETVAR
2012-04-02 00:00:00,0.000000,0.000000,94758.125000,94.810333,0.000000,0.921034,-0.804039,284.462647,0.000000,303.267222,0.000000,0.000000,0.000000
2012-04-02 01:00:00,0.001480,0.000000,94730.375000,95.559967,0.039764,0.622430,0.318149,284.133057,0.000000,299.284444,0.000000,0.000000,0.000000
2012-04-02 02:00:00,0.005981,0.000000,94721.562500,99.391953,0.386597,-0.404500,1.343286,282.870117,0.000000,303.120000,0.000000,0.000000,0.000000
2012-04-02 03:00:00,0.020294,0.000000,94707.750000,99.679733,0.937317,-0.493649,1.279655,282.885498,0.000000,318.617778,0.000000,0.000000,0.000000
2012-04-02 04:00:00,0.043617,0.000000,94699.687500,100.207092,0.970123,-0.298454,1.204877,283.157227,0.000000,331.293333,0.000000,0.000005,0.000000
2012-04-02 05:00:00,0.047783,0.000000,94733.312500,99.531464,0.893005,-0.127774,1.207767,283.314209,0.000000,332.955556,0.000000,0.000008,0.000000
2012-04-02 06:00:00,0.043663,0.000000,94749.812500,99.423080,0.891571,-0.231093,1.276311,283.184326,0.000000,325.408889,0.000000,0.000009,0.000000
2012-04-02 07:00:00,0.044991,0.000000,94769.000000,98.573013,0.623688,-0.055419,1.248788,283.653076,18.397500,309.586667,35.492778,0.000007,0.006346
2012-04-02 08:00:00,0.038860,0.000000,94787.937500,92.123108,0.832794,-0.851745,0.972498,286.258545,147.219167,341.191111,205.485833,0.000005,0.071538
2012-04-02 09:00:00,0.035019,0.000000,94775.250000,82.745255,0.953293,-1.102962,0.310311,288.418213,282.787222,351.533333,371.535000,0.000007,0.229167
2012-04-02 10:00:00,0.074440,0.000000,94736.125000,71.751297,0.932465,-0.193052,-0.447574,290.267334,416.471389,380.617778,521.831111,0.000010,0.346474
2012-04-02 11:00:00,0.112362,0.000000,94746.812500,69.933548,0.830276,0.342459,-1.522832,291.604981,477.178333,364.845000,605.853889,0.000191,0.656859
2012-04-02 12:00:00,0.070107,0.000000,94678.875000,65.649643,0.685303,1.115678,-1.500990,292.329834,446.730000,374.196389,594.900000,0.000072,0.771410
2012-04-02 13:00:00,0.067001,0.000000,94608.375000,60.074112,0.768799,1.774487,-1.611889,293.246094,500.479444,383.515833,632.896111,0.000021,0.613782
2012-04-02 14:00:00,0.058559,0.000000,94533.687500,54.512299,0.538910,2.232107,-1.731534,294.006836,501.760000,374.677222,624.355278,0.000012,0.554808
2012-04-02 15:00:00,0.020584,0.000000,94505.937500,51.137894,0.486816,2.173001,-1.898821,294.362793,416.405278,363.646111,522.504167,0.000000,0.458910
2012-04-02 16:00:00,0.013029,0.000000,94503.812500,48.856094,0.223648,2.617418,-1.667721,294.494873,398.353333,351.085556,469.457778,0.000000,0.198269
2012-04-02 17:00:00,0.000998,0.001721,94518.312500,54.097427,0.879395,1.739651,-1.394080,293.260010,202.173056,325.537778,263.031389,0.000001,0.085064
2012-04-02 18:00:00,0.000000,0.002081,94576.562500,61.205093,0.548279,1.671025,-1.218841,290.374268,43.240556,323.509167,69.108611,0.000000,0.011474
2012-04-02 19:00:00,0.000000,0.000666,94605.375000,69.004196,0.241516,1.926808,-0.977912,288.509766,0.000000,305.608611,0.000000,0.000000,0.000128
2012-04-02 20:00:00,0.000000,0.000000,94615.625000,75.616730,0.001678,1.941967,-0.886309,287.026123,0.000000,300.578889,0.000000,0.000000,0.000000
2012-04-02 21:00:00,0.000000,0.000843,94632.062500,81.175858,0.328430,2.086220,-1.214301,285.756836,0.000000,295.427778,0.000000,0.000000,0.000000
2012-04-02 22:00:00,0.000000,0.009250,94596.375000,85.850693,0.998077,1.509296,-1.511737,285.142090,0.000000,294.271667,0.000000,0.000000,0.000000
2012-04-02 23:00:00,0.000000,0.007994,94592.437500,88.476013,0.956360,1.735940,-1.184411,284.812256,0.000000,301.075833,0.000000,0.000000,0.000000
2012-04-03 00:00:00,0.000000,0.000256,94570.875000,89.452911,0.062988,1.655121,-0.839512,284.738525,0.000000,301.679444,0.000000,0.000000,0.000000
2012-04-03 01:00:00,0.000000,0.000246,94567.562500,89.747833,0.030762,1.281323,-0.429142,285.010010,0.000000,291.873611,0.000000,0.000000,0.000000
2012-04-03 02:00:00,0.000000,0.000764,94550.312500,91.045074,0.460205,0.793845,-0.549269,284.355225,0.000000,291.431111,0.000000,0.000000,0.000000
2012-04-03 03:00:00,0.000000,0.001030,94505.250000,92.861114,0.691803,0.735485,-0.478562,283.918945,0.000000,291.306667,0.000000,0.000000,0.000000
2012-04-03 04:00:00,0.000000,0.007304,94501.500000,94.401443,0.998077,1.089815,-0.340292,283.694336,0.000000,289.666667,0.000000,0.000000,0.000000
2012-04-03 05:00:00,0.000000,0.010029,94527.500000,94.462448,0.981964,1.028478,-0.348043,283.602783,0.000000,296.333333,0.000000,0.000000,0.000000
2012-04-03 06:00:00,0.000000,0.007681,94541.937500,93.768936,0.987760,0.946923,-0.506499,283.372559,0.000000,297.253333,0.000000,0.000000,0.000000
